Ticket_ID,Source_System,Email_Received_Date,Sender,Subject,Email_Body,Priority,Status,Category,Assigned_Team,SLA_Due_Date,Closed_Date
INC1000001,ServiceNow,2026-01-14,servicenow@company.com,INC1000001 | High | Access Issue | Open - Permission Issue,Ticket ID: INC1000001 | Priority: High | Status: Open | Assigned Team: Vendor Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-01-14 | SLA Due Date: 2026-01-16,High,Open,Access Issue,Data Support,2026-01-16,
INC1000077,ServiceNow,2026-01-07,servicenow@company.com,INC1000077 | Critical | System Error | Resolved - Interface Failure,Ticket ID: INC1000077 | Priority: Critical | Status: Resolved | Assigned Team: Access Management | Issue: interface failure | Category: System Error | Created Date: 2026-01-07 | SLA Due Date: 2026-01-08,Critical,Resolved,System Error,Data Support,2026-01-08,2026-01-14
INC1000078,ServiceNow,2026-04-12,servicenow@company.com,INC1000078 | Low | Access Issue | Pending Business - Mfa Issue,Ticket ID: INC1000078 | Priority: Low | Status: Pending Business | Assigned Team: Vendor Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-04-12 | SLA Due Date: 2026-04-19,Low,Pending Business,Access Issue,Application Support,2026-04-19,
FG1000079,Fieldglass,2026-02-09,fieldglass@company.com,FG1000079 | Low | System Error | Closed - Timeout,Ticket ID: FG1000079 | Priority: Low | Status: Closed | Assigned Team: Data Support | Issue: timeout | Category: System Error | Created Date: 2026-02-09 | SLA Due Date: 2026-02-16,Low,Closed,System Error,Reporting Team,2026-02-16,2026-02-10
INC1000080,ServiceNow,2026-01-10,servicenow@company.com,INC1000080 | High | Reporting Issue | Open - Dashboard Mismatch,Ticket ID: INC1000080 | Priority: High | Status: Open | Assigned Team: Application Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-01-10 | SLA Due Date: 2026-01-12,High,Open,Reporting Issue,Application Support,2026-01-12,
FG1000081,Fieldglass,2026-03-31,fieldglass@company.com,FG1000081 | High | Reporting Issue | Resolved - Dashboard Mismatch,Ticket ID: FG1000081 | Priority: High | Status: Resolved | Assigned Team: Vendor Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-03-31 | SLA Due Date: 2026-04-02,High,Resolved,Reporting Issue,Reporting Team,2026-04-02,2026-04-03
FG1000082,Fieldglass,2026-02-04,fieldglass@company.com,FG1000082 | High | Access Issue | Open - Mfa Issue,Ticket ID: FG1000082 | Priority: High | Status: Open | Assigned Team: Data Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-02-04 | SLA Due Date: 2026-02-06,High,Open,Access Issue,Reporting Team,2026-02-06,
FG1000083,Fieldglass,2026-03-01,fieldglass@company.com,FG1000083 | Low | Process Delay | In Progress - Queue Backlog,Ticket ID: FG1000083 | Priority: Low | Status: In Progress | Assigned Team: Application Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-03-01 | SLA Due Date: 2026-03-08,Low,In Progress,Process Delay,Access Management,2026-03-08,
FG1000084,Fieldglass,2026-04-05,fieldglass@company.com,FG1000084 | Medium | System Error | Closed - Job Failed,Ticket ID: FG1000084 | Priority: Medium | Status: Closed | Assigned Team: Data Support | Issue: job failed | Category: System Error | Created Date: 2026-04-05 | SLA Due Date: 2026-04-09,Medium,Closed,System Error,Reporting Team,2026-04-09,2026-04-09
INC1000085,ServiceNow,2026-03-02,servicenow@company.com,INC1000085 | Critical | Reporting Issue | Resolved - Tableau Variance,Ticket ID: INC1000085 | Priority: Critical | Status: Resolved | Assigned Team: Reporting Team | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-03-02 | SLA Due Date: 2026-03-03,Critical,Resolved,Reporting Issue,Vendor Support,2026-03-03,2026-03-06
FG1000086,Fieldglass,2026-02-11,fieldglass@company.com,FG1000086 | Medium | System Error | In Progress - Job Failed,Ticket ID: FG1000086 | Priority: Medium | Status: In Progress | Assigned Team: Reporting Team | Issue: job failed | Category: System Error | Created Date: 2026-02-11 | SLA Due Date: 2026-02-15,Medium,In Progress,System Error,Access Management,2026-02-15,
FG1000087,Fieldglass,2026-04-08,fieldglass@company.com,FG1000087 | Medium | System Error | In Progress - Timeout,Ticket ID: FG1000087 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: timeout | Category: System Error | Created Date: 2026-04-08 | SLA Due Date: 2026-04-12,Medium,In Progress,System Error,Data Support,2026-04-12,
FG1000088,Fieldglass,2026-04-21,fieldglass@company.com,FG1000088 | High | Reporting Issue | Closed - Wrong Kpi,Ticket ID: FG1000088 | Priority: High | Status: Closed | Assigned Team: Application Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-04-21 | SLA Due Date: 2026-04-23,High,Closed,Reporting Issue,Application Support,2026-04-23,2026-04-22
INC1000089,ServiceNow,2026-03-22,servicenow@company.com,INC1000089 | Medium | Data Quality Issue | Resolved - Null Field,Ticket ID: INC1000089 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: null field | Category: Data Quality Issue | Created Date: 2026-03-22 | SLA Due Date: 2026-03-26,Medium,Resolved,Data Quality Issue,Vendor Support,2026-03-26,2026-03-22
INC1000090,ServiceNow,2026-01-04,servicenow@company.com,INC1000090 | Low | Reporting Issue | Pending Business - Power Bi Error,Ticket ID: INC1000090 | Priority: Low | Status: Pending Business | Assigned Team: Reporting Team | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-01-04 | SLA Due Date: 2026-01-11,Low,Pending Business,Reporting Issue,Reporting Team,2026-01-11,
FG1000091,Fieldglass,2026-04-18,fieldglass@company.com,FG1000091 | Medium | Process Delay | Open - Sla Delay,Ticket ID: FG1000091 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-04-18 | SLA Due Date: 2026-04-22,Medium,Open,Process Delay,Reporting Team,2026-04-22,
FG1000092,Fieldglass,2026-03-03,fieldglass@company.com,FG1000092 | Medium | Reporting Issue | In Progress - Tableau Variance,Ticket ID: FG1000092 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-03-03 | SLA Due Date: 2026-03-07,Medium,In Progress,Reporting Issue,Vendor Support,2026-03-07,
INC1000093,ServiceNow,2026-04-23,servicenow@company.com,INC1000093 | Low | System Error | Pending Business - Api Error,Ticket ID: INC1000093 | Priority: Low | Status: Pending Business | Assigned Team: Data Support | Issue: API error | Category: System Error | Created Date: 2026-04-23 | SLA Due Date: 2026-04-30,Low,Pending Business,System Error,Access Management,2026-04-30,
FG1000094,Fieldglass,2026-04-03,fieldglass@company.com,FG1000094 | High | Reporting Issue | Open - Tableau Variance,Ticket ID: FG1000094 | Priority: High | Status: Open | Assigned Team: Vendor Support | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-04-03 | SLA Due Date: 2026-04-05,High,Open,Reporting Issue,Vendor Support,2026-04-05,
FG1000095,Fieldglass,2026-03-12,fieldglass@company.com,FG1000095 | Medium | Data Quality Issue | In Progress - Broken Reference,Ticket ID: FG1000095 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-03-12 | SLA Due Date: 2026-03-16,Medium,In Progress,Data Quality Issue,Access Management,2026-03-16,
INC1000096,ServiceNow,2026-02-22,servicenow@company.com,INC1000096 | Medium | Data Quality Issue | Closed - Null Field,Ticket ID: INC1000096 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-02-22 | SLA Due Date: 2026-02-26,Medium,Closed,Data Quality Issue,Reporting Team,2026-02-26,2026-03-01
FG1000097,Fieldglass,2026-04-22,fieldglass@company.com,FG1000097 | Medium | Access Issue | Pending Business - Login Failure,Ticket ID: FG1000097 | Priority: Medium | Status: Pending Business | Assigned Team: Application Support | Issue: login failure | Category: Access Issue | Created Date: 2026-04-22 | SLA Due Date: 2026-04-26,Medium,Pending Business,Access Issue,Data Support,2026-04-26,
FG1000098,Fieldglass,2026-01-20,fieldglass@company.com,FG1000098 | Medium | Access Issue | Resolved - Login Failure,Ticket ID: FG1000098 | Priority: Medium | Status: Resolved | Assigned Team: Vendor Support | Issue: login failure | Category: Access Issue | Created Date: 2026-01-20 | SLA Due Date: 2026-01-24,Medium,Resolved,Access Issue,Application Support,2026-01-24,2026-01-24
INC1000099,ServiceNow,2026-04-02,servicenow@company.com,INC1000099 | Medium | Reporting Issue | In Progress - Tableau Variance,Ticket ID: INC1000099 | Priority: Medium | Status: In Progress | Assigned Team: Vendor Support | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-04-02 | SLA Due Date: 2026-04-06,Medium,In Progress,Reporting Issue,Data Support,2026-04-06,
INC1000100,ServiceNow,2026-02-25,servicenow@company.com,INC1000100 | Low | Data Quality Issue | Resolved - Invalid Trade Id,Ticket ID: INC1000100 | Priority: Low | Status: Resolved | Assigned Team: Application Support | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-02-25 | SLA Due Date: 2026-03-04,Low,Resolved,Data Quality Issue,Reporting Team,2026-03-04,2026-03-07
FG1000101,Fieldglass,2026-02-15,fieldglass@company.com,FG1000101 | Medium | Access Issue | Open - Access Denied,Ticket ID: FG1000101 | Priority: Medium | Status: Open | Assigned Team: Reporting Team | Issue: access denied | Category: Access Issue | Created Date: 2026-02-15 | SLA Due Date: 2026-02-19,Medium,Open,Access Issue,Reporting Team,2026-02-19,
FG1000102,Fieldglass,2026-04-22,fieldglass@company.com,FG1000102 | High | Process Delay | Open - Pending Approval,Ticket ID: FG1000102 | Priority: High | Status: Open | Assigned Team: Reporting Team | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-22 | SLA Due Date: 2026-04-24,High,Open,Process Delay,Application Support,2026-04-24,
INC1000103,ServiceNow,2026-03-27,servicenow@company.com,INC1000103 | Medium | Data Quality Issue | In Progress - Broken Reference,Ticket ID: INC1000103 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-03-27 | SLA Due Date: 2026-03-31,Medium,In Progress,Data Quality Issue,Access Management,2026-03-31,
INC1000104,ServiceNow,2026-02-08,servicenow@company.com,INC1000104 | Low | Access Issue | Closed - Role Missing,Ticket ID: INC1000104 | Priority: Low | Status: Closed | Assigned Team: Application Support | Issue: role missing | Category: Access Issue | Created Date: 2026-02-08 | SLA Due Date: 2026-02-15,Low,Closed,Access Issue,Access Management,2026-02-15,2026-02-20
INC1000105,ServiceNow,2026-02-15,servicenow@company.com,INC1000105 | High | System Error | In Progress - Interface Failure,Ticket ID: INC1000105 | Priority: High | Status: In Progress | Assigned Team: Access Management | Issue: interface failure | Category: System Error | Created Date: 2026-02-15 | SLA Due Date: 2026-02-17,High,In Progress,System Error,Data Support,2026-02-17,
FG1000106,Fieldglass,2026-04-06,fieldglass@company.com,FG1000106 | Medium | Reporting Issue | Resolved - Dashboard Mismatch,Ticket ID: FG1000106 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-04-06 | SLA Due Date: 2026-04-10,Medium,Resolved,Reporting Issue,Reporting Team,2026-04-10,2026-04-15
FG1000107,Fieldglass,2026-04-03,fieldglass@company.com,FG1000107 | Medium | Data Quality Issue | Resolved - Duplicate Record,Ticket ID: FG1000107 | Priority: Medium | Status: Resolved | Assigned Team: Data Support | Issue: duplicate record | Category: Data Quality Issue | Created Date: 2026-04-03 | SLA Due Date: 2026-04-07,Medium,Resolved,Data Quality Issue,Access Management,2026-04-07,2026-04-05
FG1000108,Fieldglass,2026-04-27,fieldglass@company.com,FG1000108 | Medium | Access Issue | Open - Mfa Issue,Ticket ID: FG1000108 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-04-27 | SLA Due Date: 2026-05-01,Medium,Open,Access Issue,Reporting Team,2026-05-01,
INC1000109,ServiceNow,2026-03-06,servicenow@company.com,INC1000109 | Low | Data Quality Issue | In Progress - Null Field,Ticket ID: INC1000109 | Priority: Low | Status: In Progress | Assigned Team: Reporting Team | Issue: null field | Category: Data Quality Issue | Created Date: 2026-03-06 | SLA Due Date: 2026-03-13,Low,In Progress,Data Quality Issue,Access Management,2026-03-13,
FG1000110,Fieldglass,2026-01-10,fieldglass@company.com,FG1000110 | Low | Reporting Issue | In Progress - Wrong Kpi,Ticket ID: FG1000110 | Priority: Low | Status: In Progress | Assigned Team: Reporting Team | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-01-10 | SLA Due Date: 2026-01-17,Low,In Progress,Reporting Issue,Application Support,2026-01-17,
FG1000111,Fieldglass,2026-02-28,fieldglass@company.com,FG1000111 | Critical | Access Issue | Pending Business - Role Missing,Ticket ID: FG1000111 | Priority: Critical | Status: Pending Business | Assigned Team: Access Management | Issue: role missing | Category: Access Issue | Created Date: 2026-02-28 | SLA Due Date: 2026-03-01,Critical,Pending Business,Access Issue,Vendor Support,2026-03-01,
FG1000112,Fieldglass,2026-03-21,fieldglass@company.com,FG1000112 | Medium | Reporting Issue | Pending Business - Dashboard Mismatch,Ticket ID: FG1000112 | Priority: Medium | Status: Pending Business | Assigned Team: Vendor Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-03-21 | SLA Due Date: 2026-03-25,Medium,Pending Business,Reporting Issue,Reporting Team,2026-03-25,
INC1000113,ServiceNow,2026-01-06,servicenow@company.com,INC1000113 | Medium | System Error | Open - Timeout,Ticket ID: INC1000113 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: timeout | Category: System Error | Created Date: 2026-01-06 | SLA Due Date: 2026-01-10,Medium,Open,System Error,Data Support,2026-01-10,
INC1000114,ServiceNow,2026-03-27,servicenow@company.com,INC1000114 | High | Data Quality Issue | In Progress - Null Field,Ticket ID: INC1000114 | Priority: High | Status: In Progress | Assigned Team: Vendor Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-03-27 | SLA Due Date: 2026-03-29,High,In Progress,Data Quality Issue,Application Support,2026-03-29,
INC1000115,ServiceNow,2026-05-01,servicenow@company.com,INC1000115 | Low | System Error | Resolved - Job Failed,Ticket ID: INC1000115 | Priority: Low | Status: Resolved | Assigned Team: Reporting Team | Issue: job failed | Category: System Error | Created Date: 2026-05-01 | SLA Due Date: 2026-05-08,Low,Resolved,System Error,Application Support,2026-05-08,2026-05-12
FG1000116,Fieldglass,2026-03-11,fieldglass@company.com,FG1000116 | High | Data Quality Issue | Resolved - Invalid Trade Id,Ticket ID: FG1000116 | Priority: High | Status: Resolved | Assigned Team: Access Management | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-03-11 | SLA Due Date: 2026-03-13,High,Resolved,Data Quality Issue,Reporting Team,2026-03-13,2026-03-12
INC1000117,ServiceNow,2026-03-18,servicenow@company.com,INC1000117 | Medium | System Error | Resolved - Job Failed,Ticket ID: INC1000117 | Priority: Medium | Status: Resolved | Assigned Team: Reporting Team | Issue: job failed | Category: System Error | Created Date: 2026-03-18 | SLA Due Date: 2026-03-22,Medium,Resolved,System Error,Vendor Support,2026-03-22,2026-03-23
INC1000118,ServiceNow,2026-04-22,servicenow@company.com,INC1000118 | High | Access Issue | Open - Mfa Issue,Ticket ID: INC1000118 | Priority: High | Status: Open | Assigned Team: Reporting Team | Issue: MFA issue | Category: Access Issue | Created Date: 2026-04-22 | SLA Due Date: 2026-04-24,High,Open,Access Issue,Vendor Support,2026-04-24,
INC1000119,ServiceNow,2026-04-13,servicenow@company.com,INC1000119 | Low | Reporting Issue | Pending Business - Report Refresh Failed,Ticket ID: INC1000119 | Priority: Low | Status: Pending Business | Assigned Team: Data Support | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-04-13 | SLA Due Date: 2026-04-20,Low,Pending Business,Reporting Issue,Reporting Team,2026-04-20,
INC1000120,ServiceNow,2026-02-03,servicenow@company.com,INC1000120 | Medium | Reporting Issue | Open - Report Refresh Failed,Ticket ID: INC1000120 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-02-03 | SLA Due Date: 2026-02-07,Medium,Open,Reporting Issue,Vendor Support,2026-02-07,
